uid,nickname,action,date,title
541489265,acontrarrio,нажал,2022-7-16 17:43:36,раскрыть 1028
541489265,acontrarrio,переход в ,2022-7-16 17:43:41,На главную
541489265,acontrarrio,переход в,2022-7-16 17:43:47, Кто летит
541489265,acontrarrio,переход в,2022-7-16 17:43:49, Готовые заявки
541489265,acontrarrio,нажал,2022-7-16 17:43:53,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:0,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:5,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:22,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:24,раскрыть 1024
541489265,acontrarrio,нажал,2022-7-16 17:44:27,раскрыть 1024
541489265,acontrarrio,нажал,2022-7-16 17:44:29,скрыть 1024
541489265,acontrarrio,нажал,2022-7-16 17:44:30,раскрыть 1025
541489265,acontrarrio,нажал,2022-7-16 17:44:33,раскрыть 1025
541489265,acontrarrio,нажал,2022-7-16 17:44:35,скрыть 1025
541489265,acontrarrio,переход в На главную,2022-7-16 17:44:37,
541489265,acontrarrio,переход в,2022-7-16 17:44:39, Мои заявки
541489265,acontrarrio,нажал,2022-7-16 17:44:41,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:43,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:44,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:46,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:47,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:48,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:48,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:49,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:49,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:53,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:55,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:57,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:44:58,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:45:1,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:45:1,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:45:1,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:45:1,раскрыть 1028
541489265,acontrarrio,нажал,2022-7-16 17:47:6,раскрыть 1028
541489265,acontrarrio,переход в ,2022-7-16 17:47:11,На главную
541489265,acontrarrio,переход в,2022-7-16 17:47:24, Мои заявки
541489265,acontrarrio,нажал,2022-7-16 17:47:27,раскрыть 1028
541489265,acontrarrio,переход в ,2022-7-16 17:47:29,На главную
541489265,acontrarrio,переход в,2022-7-16 17:47:37,1
541489265,acontrarrio,переход в,2022-7-16 17:49:27, Кто летит
541489265,acontrarrio,переход в,2022-7-16 17:50:40,
541489265,acontrarrio,переход в,2022-7-16 17:50:57, Кто летит
541489265,acontrarrio,переход в,2022-7-16 17:51:2, Готовые заявки
541489265,acontrarrio,нажал,2022-7-16 17:51:8,раскрыть 1025
541489265,acontrarrio,нажал,2022-7-16 17:51:10,раскрыть 1025
5328793807,who_admin,переход в,2022-7-16 17:51:27, Все заявки
5328793807,who_admin,нажал,2022-7-16 17:51:32,раскрыть 1028
5328793807,who_admin,нажал,2022-7-16 17:51:34,раскрыть 1024
5328793807,who_admin,нажал,2022-7-16 17:51:36,скрыть 1024
5328793807,who_admin,нажал,2022-7-16 17:51:38,раскрыть 1025
5328793807,who_admin,нажал,2022-7-16 17:51:39,скрыть 1025
5328793807,who_admin,переход в ,2022-7-16 17:51:41,На главную
5328793807,who_admin,переход в,2022-7-16 17:51:45, Кто летит
5328793807,who_admin,переход в,2022-7-16 17:51:48, Хочу отправить
5328793807,who_admin,выбор города отправки Алматы,2022-7-16 17:51:53,
5328793807,who_admin,выбор города доставки Бишкек,2022-7-16 17:51:55,
5328793807,who_admin,указал дату,2022-7-16 17:51:57,20220726
5328793807,who_admin,ввел описание,2022-7-16 17:52:3,вада
5328793807,who_admin,ввел контакт ,2022-7-16 17:52:9,777777
541489265,acontrarrio,переход в На главную,2022-7-16 17:52:32,
541489265,acontrarrio,переход в,2022-7-16 17:52:37, Кто летит
541489265,acontrarrio,переход в,2022-7-16 17:52:39, Готовые заявки
541489265,acontrarrio,нажал,2022-7-16 17:52:47,раскрыть 1029
541489265,acontrarrio,нажал,2022-7-16 17:52:49,раскрыть 1029
541489265,acontrarrio,переход в На главную,2022-7-16 17:53:22,
541489265,acontrarrio,переход в,2022-7-16 20:27:39, Служба поддержки1
541489265,acontrarrio,переход в На главную,2022-7-16 20:27:47,
1972643019,Елена Рамалданова,переход в,2022-7-17 11:41:39, Мои заявки
1972643019,Елена Рамалданова,нажал,2022-7-17 11:41:41,раскрыть 1024
1972643019,Елена Рамалданова,удалил заявку,2022-7-17 11:41:45,1024
1972643019,Елена Рамалданова,переход в ,2022-7-17 11:41:46,На главную
1972643019,Елена Рамалданова,переход в,2022-7-17 11:41:49, Служба поддержки1
1972643019,Елена Рамалданова,переход в На главную,2022-7-17 11:41:55,
1972643019,Елена Рамалданова,переход в,2022-7-17 11:42:21, Кто летит
1972643019,Елена Рамалданова,переход в,2022-7-17 11:42:28, Готовые заявки
1972643019,Елена Рамалданова,нажал,2022-7-17 11:42:34,раскрыть 1029
1972643019,Елена Рамалданова,нажал,2022-7-17 11:42:35,скрыть 1029
1972643019,Елена Рамалданова,нажал,2022-7-17 11:42:37,раскрыть 1028
1972643019,Елена Рамалданова,нажал,2022-7-17 11:42:39,раскрыть 1028
1972643019,Елена Рамалданова,нажал,2022-7-17 11:42:40,раскрыть 1028
1972643019,Елена Рамалданова,нажал,2022-7-17 11:42:42,раскрыть 1028
1972643019,Елена Рамалданова,нажал,2022-7-17 11:42:52,раскрыть 1028
1972643019,Елена Рамалданова,нажал,2022-7-17 11:43:2,раскрыть 1029
1972643019,Елена Рамалданова,нажал,2022-7-17 11:43:4,раскрыть 1029
1972643019,Елена Рамалданова,нажал,2022-7-17 11:43:6,скрыть 1029
1972643019,Елена Рамалданова,нажал,2022-7-17 11:43:12,раскрыть 1025
1972643019,Елена Рамалданова,нажал,2022-7-17 11:43:16,раскрыть 1025
1972643019,Елена Рамалданова,нажал,2022-7-17 11:43:20,скрыть 1025
1972643019,Елена Рамалданова,переход в Поиск по направлению,2022-7-17 11:43:23,
1972643019,Елена Рамалданова,поиск по городу отправки о. Бали,2022-7-17 11:43:26,
1972643019,Елена Рамалданова,поиск по городу доставки Алматы,2022-7-17 11:43:31,
1972643019,Елена Рамалданова,переход в Поиск по направлению,2022-7-17 11:43:40,
1972643019,Елена Рамалданова,поиск по городу отправки о. Бали,2022-7-17 11:43:43,
1972643019,Елена Рамалданова,поиск по городу доставки Баку,2022-7-17 11:43:46,
1972643019,Елена Рамалданова,переход в Поиск по направлению,2022-7-17 11:44:1,
1972643019,Елена Рамалданова,поиск по городу отправки Владивосток,2022-7-17 11:44:4,
1972643019,Елена Рамалданова,поиск по городу доставки Алматы,2022-7-17 11:44:6,
1972643019,Елена Рамалданова,переход в Поиск по дате,2022-7-17 11:44:15,
1972643019,Елена Рамалданова,поиск по дате,2022-7-17 11:44:17,20220803
1972643019,Елена Рамалданова,переход в Поиск по дате,2022-7-17 11:44:20,
1972643019,Елена Рамалданова,поиск по дате,2022-7-17 11:44:23,20220810
1972643019,Елена Рамалданова,переход в Поиск по направлению,2022-7-17 11:44:32,
1972643019,Елена Рамалданова,переход в,2022-7-17 11:44:43, Кто летит
1972643019,Елена Рамалданова,переход в,2022-7-17 11:44:45, Готовые заявки
1972643019,Елена Рамалданова,переход в На главную,2022-7-17 11:45:8,
1972643019,Елена Рамалданова,переход в,2022-7-17 11:45:12, Кто летит
1972643019,Елена Рамалданова,переход в,2022-7-17 11:45:23, Готовые заявки
1972643019,Елена Рамалданова,переход в На главную,2022-7-17 11:45:31,
1972643019,Елена Рамалданова,переход в,2022-7-17 11:45:34, Кто летит
1972643019,Елена Рамалданова,переход в,2022-7-17 11:45:37, Готовые заявки
1972643019,Елена Рамалданова,переход в На главную,2022-7-17 11:45:44,
1972643019,Елена Рамалданова,переход в,2022-7-17 11:45:46, Кто летит
1972643019,Елена Рамалданова,переход в,2022-7-17 11:45:48, Хочу отправить
1972643019,Елена Рамалданова,выбор города отправки о. Бали,2022-7-17 11:45:51,
1972643019,Елена Рамалданова,выбор города доставки Баку,2022-7-17 11:45:53,
1972643019,Елена Рамалданова,указал дату,2022-7-17 11:45:56,20220804
1972643019,Елена Рамалданова,ввел описание,2022-7-17 11:46:4,Паспорт
1972643019,Елена Рамалданова,ввел контакт ,2022-7-17 11:46:12,8896775545
1972643019,Елена Рамалданова,создал заявку о. Бали Баку 2022-08-04,2022-7-17 11:46:12,Паспорт 8896775545
1972643019,Елена Рамалданова,нажал,2022-7-17 11:46:26,раскрыть 1030
1972643019,Елена Рамалданова,переход в ,2022-7-17 11:46:37,На главную
1972643019,Елена Рамалданова,переход в,2022-7-17 11:46:47, Кто летит
1972643019,Елена Рамалданова,переход в,2022-7-17 11:46:49, Готовые заявки
1972643019,Елена Рамалданова,переход в На главную,2022-7-17 11:47:5,
1972643019,Елена Рамалданова,переход в,2022-7-17 11:47:8, Кто летит
1972643019,Елена Рамалданова,переход в,2022-7-17 11:47:9, Хочу отправить
1972643019,Елена Рамалданова,выбор города отправки Алматы,2022-7-17 11:47:11,
1972643019,Елена Рамалданова,выбор города доставки Бишкек,2022-7-17 11:47:13,
1972643019,Елена Рамалданова,указал дату,2022-7-17 11:47:20,20220727
1972643019,Елена Рамалданова,ввел описание,2022-7-17 11:47:25,Нар
1972643019,Елена Рамалданова,ввел контакт ,2022-7-17 11:47:29,988875
1972643019,Елена Рамалданова,создал заявку Алматы Бишкек 2022-07-27,2022-7-17 11:47:29,Нар 988875
1972643019,Елена Рамалданова,переход в,2022-7-17 11:47:34, Мои заявки 1
1972643019,Елена Рамалданова,нажал,2022-7-17 11:47:50,совпадение заявок 1030
